site_category_lv1,overall_rating,review_title,review_text
Eletroportáteis,5,Excelente.,"Gostei bastante. Achei totalmente funcional. Rapidamente o churrasco fica pronto. Parabéns. Só achei um pouco frágil, magrinha. Mas é bacana."
Celulares e Smartphones,5,CELULAR TOP,Melhor celular que já tive. Excelente. Tudo funciona muito bem. Adorei. Quem ganhou o outro de presente também amou. Recomendo a todos....
Eletroportáteis,5,otimo,Muito pratico e facil de usar bom para todos os dias
Utilidades Domésticas,5,Adorei o produto,"Ótimo produto, panelas perfeitas, tamanho de acordo com o que eu precisava, simplesmente amei."
Celulares e Smartphones,4,Atendeu as minhas expectativas,Muito bom o celular. O único ponto negativo é o grande tempo que leva para recarregar a bateria.
Casa e Construção,1,"COMO AVALIAR SE AINDA NÃO O RECEBI, MAIS DE 10 DIAS DE ATRASO.","COMO AVALIAR SE AINDA NÃO O RECEBI, MAIS DE 10 DIAS DE ATRASO."
Informática e Acessórios,5,Fantasstico,"Excelente cabo, otima conexao e super resistente. Funcionou perfeitamente."
Móveis,1,Produto não entregue,"Também comprei em Janeiro e ate agora não entregaram, nem as americanas resolve o problema, não te atende direito nao te responde, não recomendo comprar."
Informática,4,"Ótimo produto, adorei!!!","Produto moderno , com requisitos avançados que permitem melhor agilidade no desenvolvimento de trabalhos e capacidade de armazenamento.  Recomendo , além disso , é leve e muito bonito."
Celulares e Smartphones,3,O aparelho em si é bom,"O aparelho é bom,roda bem,o que não gostei foi a câmera por ser selfi deixou a desejar,câmera com muita claridade fica uma foto pálida......"
Celulares e Smartphones,5,Smartphone LG K10,Produto muito bom pelo valor! Entrega: muito agiu foi muito bom comprar com a Americanas. Recomendo para todos!
Celulares e Smartphones,1,Produto enntregue diferente do pedido,"No dia 19/05/2018 comprei o Carregador Pineng Power Bank Pn-999- 20.000 Mah-Dourada com previsão de entrega para dia 04/06/2018. O produto foi entregue, porem, mandaram outro produto, um Carregador Portatil Power Bank Pn-917- 20.000 Mah- Branco. Estou totalmente insatisfeito, fiz contato com a AMERICANAS que solicitou devolução do produto para troca em até 2 dias e previsão de uma nova entrega do produto correto em até 16 dias úteis. Absurdo, numa situação assim, as empresas responsáveis deveriam providenciar a troca do produto imediatamente. Tenho viagem marcada e preciso do carregador. Fora que a atendente relatou que não tem mais o produto, mas tem no site para vender. Espero uma resposta imediata das empresas para solucionar o problema e assim não deixar mais um cliente insatisfeito. Americanas e JLMIX, aguardo um retorno o mais breve possível."
Utilidades Domésticas,2,Compatível com o preço,"Entrega rápida, produto compatível com o preço,mas uma panela veio riscada dentro, deixando a peça com aparência ruim."
Utilidades Domésticas,3,Produtos bom,Os produtos são ótimos porém demorou muito mais de oito dias de atraso. Até pensei  que  não ia chegar.
Eletroportáteis,2,Não gostei,"Sai pouquíssima água, leva 2 minutos pra encher um copo pequeno. E nada tem a ver com a pressão da água, pois até a água gelada que vem do reservatório sai pouca. Até esperar acabar de encher o copo a sede já passou."
Eletroportáteis,4,Excelente,Excelente rápido na entrega do jeito que eu esperava
Automotivo,3,bommmmmmmmmmmmmmmmmmmmmmm,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk......................................................................................
Automotivo,2,Produto mais curto que o original,"Produto foi feito para reparar a máquina de vidro original do Fox, mas os cabos de aço são um pouco mais curtos que os originais, o que dificulta a instalação dos mesmos na máquina, principalmente na hora de enrolar na roldana do motor. Apesar disso, consegui reparar a máquina e agora o vidro elétrico funciona novamente."
Utilidades Domésticas,5,Produto excelente,"Material de ótima qualidade, auxilia na praticidade culinária, ornamenta a cozinha de maneira muito elegante e moderna. Recomendo!"
Móveis,4,Cadeira e entrega excelente. Contudo veio quebrada e nao consigo contatar americanas,"A entrega foi muito rapida. A montagem da cadeira foi fácil e rapida. Conduto, a peça final (pequeno suporte para as costas) veio quebrada e nao é possivel encaixá-la. Me pareceu até que a cadeira ja havia sido montada antes, notei algumas pequenas marcas de roscas e uso.  A cadeira é realmente muito boa, contudo não consigo contato da Americanas, o link para devolucao está fora do ar e o FAQ manda para os mesmos links que nao funcionam.  Em resumo, a marca parace muito boa mas infelizmente a experiencia de suporte com americanas muito a desejar."
Beleza e Perfumaria,5,Prancha,"Maravilhosa desliza super bem , é bivolt esquenta super rápido quem comprar não vai se arrepender"
Bebês,4,O esperado,"Tudo dentro do esperado, prazo , produto, preço. Recomendo a todos."
Livros,4,Recomendo a leitura do Livro,"o livro é muito bom, bem detalhado e com diversos esclarecimentos úteis para a população"
Eletrodomésticos,1,O produto veio com vazamentos.,vazamentos e não veio como estava na descrição eu.comprei por 12 ml e veio por 10.5 kl
Informática e Acessórios,5,produto excelente,"lojas americanas sempre com compromisso em suas entrgas gostei mto de fazer uma compras com eles, bom dia."
Beleza e Perfumaria,5,muito bom gostei muito,recupera as pontas quebradas e fortalece e da crescimento para o cabelo
Celulares e Smartphones,4,Smartphone Samsung Galaxy J7 METAL,"Smartphone Samsung Galaxy J7 METAL : Produto chegou super rápido, é bonito bem funcional e recomendo..."
Celulares e Smartphones,5,Excelente,"Excelente e útil produto, atendente a todas as necessidades."
Informática e Acessórios,5,"Excelente, Recomendo a todos!","Excelente toner, impressão perfeita, como original. Comparando as impressões deste toner com as impressões do original, não dá pra notar diferença. Excelente produto!, me surpreendeu. Recomendo a todos!"
TV e Home Theater,5,Excelente!,"Imagem maravilhosa, vários aplicativos, gostei muito. O sistema de controle é inovador, o usuário apenas navega pelas opções, facilita tudo. Evita o a procura de funções no controle remoto. Grande sacada da Samsung!"
Automotivo,2,Insatisfeito!,"Comprei para instalar no kart do meu filho, mas não ficou muito legal. O motor original do kart, era mais potente! Inda bem que foi barato, pois se tivesse pago um valor absurdo, ficaria muito chateado!"
Móveis,3,Montagem complicada,"O produto chegou bem rápido, é bem bonitinho. Porém a montagem é bem complicada e o material bem fraco."
Celulares e Smartphones,5,Custo e benefício,"O aparelho é ótimo, câmera excelente tem muitas funções não deixa nada a desejar, entrega dentro do prazo , parabéns a equipe,lojas Americanas."
Games,3,Bom,"Jogo bom para quem gosta de ação e aventura,............................................................................................................................................................"
Móveis,1,entrega em atraso desde fevereiro,nao recomendo mais essa loja e a parceira ...estou entrando com proscesso ...nao resolvem minha reclamacao nao recebi a penteadeira nao tive estorno da compra...nao m ligam nao m dao uma resposta ..falta d respeito nao indico nao indico
TV e Home Theater,5,Gostei muito do produto,Após pesquisar muito sobre o aparelho decidi comprar e estou muito satisfeita! Imagem e som ótimos. Entrega dentro do prazo.
Celulares e Smartphones,5,Produto perfeito.,"Chegou antes do prazo estimado,, esse eu recomendo. Vendedor atencioso e competente."
TV e Home Theater,5,PERFEITO!,"Essa tv é perfeita! Bela imagem, som forte e impecável! Antes de comprar vi muita reclamao só te os pés serem frágeis, mas eu sinceramente não achei, até pq essa tv é muito leve!  Estou satisfeitíssimo com minha aquisição!  E a americanas mais uma vez me surpreendeu com o prazo de entrega, foram apenas 5 dias, incluindo fds!"
Celulares e Smartphones,5,Excelente,Parabens a toda rede.  Chegou antes do prazo!  Produto de excelente qualidade! Desde já obrigado!!!!!!!!!!
Celulares e Smartphones,5,Aparelho muito bom.,"O produto ficou acima das minhas espectativas, com uma tela grande bom espaço de memória e a rapidez sem travamento.Recomendo demais!"
Papelaria,5,Muito bem acabado....lindo...,Adorei...muito bem acabado e bonito...entrega bem rápida...
Eletrodomésticos,4,Ótimo produto,O produto atendeu as minhas necessidades. O modelo é muito bonito e prático de usar.
Brinquedos,2,muita demora,Demorou quase um mes para chegar. Comprei para dar de presente de natal e o fui receber o produto dia 01/01/2018.
Móveis,4,A mesa é linda.,A mesa é mais bonita do que nas fotos. Muito fácil de montar. Acabamento muito bonito.
Beleza e Perfumaria,5,Ótimo,"Boa qualidade, exatamente como na imagem.............................................................................."
Beleza e Perfumaria,1,NEM RECEBI AINDA O PEDIDO,COMO VOU AVALIAR ALGO QUE AINDA NÃO RECEBI ?????  JA CANSEI DE MANDAR E-MAILS E NÃO RECEBO RESPOSTA.
Celulares e Smartphones,5,Excelente compra!,"Celular lindo, prático e com um bom custo benefício. Super satisfeita com a compra e com o produto. Como sempre a Americanas me surpreende com a rapidez da entrega! Por isso compro por aqui e nunca me decepcionei. Está de parabéns!"
Celulares e Smartphones,5,gostei do produto,"comprei e fiquei satisfeito, era exatamente o que eu esperava"
Beleza e Perfumaria,5,Muito bom,A entrega foi rápida e o produto é excelente!! Fácil de aplicar e fica lindo! Amei!!!
Games,3,"O produto veio com a caixa violada, sem o lacre da embalagem","O produto veio com a caixa violada, sem o lacre da embalagem. eu não recomendo a compra pelas americanas, fora a demora na entrega o produto chegou com a violada."
Utilidades Domésticas,5,produto de otima qualidade,Produto de qualidade que supre todas as necessidade
Papelaria,5,FDJSFVSBDFBHDJFHVASAHEBF,EFHIWIFSHIFHWHOAGFUGWHWEBHFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFHHHHHHHHHHHHHHHHHHH
Áudio,4,Caro,"Que preço é esse? Mais 20 reais de frete? Muito caro! O fone da Phillips tem melhores configurações e ainda é mais bonito e custa 80 reais (os mesmos 20 de frete, um absurdo esse valor de frete, desestimula a compra online)"
Saúde,3,Do jeito que eu queria.,Prático e fácil de usar. A própria pessoa consegue sozinho controlar sua pressão.
Eletroportáteis,5,amei esse produto,"ótima batedeira, super recomendo , é super funcional, com essa tampa que não deixa respingar massa pra fora , adorei."
Ferramentas e Jardim,4,Muito bom,Sarça dispensa comentários. Só comprar e ser feliz. Melhor preço que encontrei na Internet.
Automotivo,1,Não recebi o produto,"Não recebi o produto , nem me reembolsado o dinheiro"
Utilidades Domésticas,5,Amei o conjunto de panelas,"Linda as panelas, é só saber usar, sempre no fogo baixo. Fácil de limpar. A comida fica muito gostosa."
Móveis,3,Gostei,"Produto um pouco frágil, mas pelo valor, é pra minhas filhas que são crianças ainda, ela atende bem o que preciso."
Utilidades Domésticas,1,Não recebi o produto. A compra foi cancelada mas não tive o retorno do dinheiro,"Atendimento péssimo! Gostaria de ter obtido o produto, mas quando fui modificar endereço não havia como. Cancelei, mas fiquei recebendo notificações de que o produto não havia sido cancelado. Não recebi nem o produto no endereço correto e nem o dinheiro."
Celulares e Smartphones,3,BOM APARELHO,"Para usuários comuns, se trata de um bom aparelho. Boa camera em ambientes iluminados  Excelente fluidez com a nova interface da samsung.  Recomendo!"
Utilidades Domésticas,5,Amei o produto,Amei o produto. O conjunto de panelas é de ótima qualidade além de lindo. Super recomendo.
Utilidades Domésticas,5,Recomendo .,Gostei muito do produto . Entrega super rápida .   Parabéns pela agilidade na entrega e qualidade no produto .
"Cama, Mesa e Banho",1,Péssimo o produto de a entrega também.,"Eu odiei meu Produto, pois veio totalmente diferente do que eu pedir, como o tecido, o mode e ate a cor, não foi a que esta mostrando na imagem do produto original. Portanto estou bem decepcionado com a loja e o site em que fiz minha primeira compra, por essa razão, não compro e nem recomendo a loja e o site."
"Cama, Mesa e Banho",4,Produto bonito,"Produto bonito. O desenho dele fica meio estranho por ser um tapete grande, mas ficou legal na minha sala. O preço estava bom, valeu a pena."
Eletroportáteis,2,Não gostei!,"O produto não gela a água, apenas resfria, demora muito para resfriar novamente, após o uso. Não tem controle de temperatura."
Eletroportáteis,5,Excelente!,"Atrasou um pouco, mas chegou sem nenhum problema. Ótima sucção, mobilidade, enfim, recomendo."
Decoração,5,Lindo!,Amei esse abajur!  Muito lindo; ficou perfeito no meu quarto.
Casa e Construção,1,Veio com defeito,"Comprei a torneira quando ainda estava construindo a casa. Desta forma, somente a instalei 6 meses após a compra. Algumas semanas após a instalação a torneira começou a vazar, devido a uma falha na fabricação em uma das roscas de encaixe (acredito que seja uma falha, pois a rosca está gasta e é muito curta). Resumindo, fui obrigado a comprar outra torneira e jogar esta fora!"
Móveis,1,Produto SEM INFORMAÇÕES,"Nas informações NÃO consta nenhuma informação sobre altura, largura, de que material, qual o tamanho de tampo suporta.  NADA? COMO alguém vai comprar um produto sem nenhuma informação.  Prestem mais atenção no que oconsumidor  precisa."
